When: 2025-11-08 12:39:55 Episode: 1 Map: 11
timestamp	 tic	 x	 y	 z	 angle	 momx	 momy
2025-11-08 12:41:14	 3054	 2735	3384	0	 32.26	 0	0 	3
2025-11-08 12:41:18	 3190	 2760	3352	96	 302.96	 3	-6 	0
2025-11-08 12:41:19	 3225	 2815	3266	96	 317.02	 0	-1 	0
2025-11-08 12:41:21	 3323	 2881	3305	96	 32.61	 5	3 	0
2025-11-08 12:41:22	 3358	 2954	3352	96	 143.35	 0	0 	0
2025-11-08 12:41:24	 3433	 2959	3353	96	 67.76	 -1	0 	0
2025-11-08 12:41:25	 3468	 3001	3468	96	 67.76	 1	4 	0
2025-11-08 12:41:26	 3503	 3020	3515	96	 11.51	 0	0 	0
2025-11-08 12:41:30	 3611	 3006	3519	96	 327.57	 -1	0 	0
2025-11-08 12:41:31	 3646	 3099	3452	96	 336.36	 0	-1 	0
2025-11-08 12:41:32	 3707	 3105	3444	96	 343.39	 -1	-1 	0
2025-11-08 12:41:37	 3886	 3095	3440	96	 283.62	 0	-3 	0
2025-11-08 12:41:38	 3921	 3116	3344	96	 336.36	 0	-1 	0
2025-11-08 12:41:39	 3956	 3269	3273	112	 336.36	 7	-4 	0
2025-11-08 12:41:40	 3991	 3490	3177	0	 34.37	 2	-1 	0
2025-11-08 12:41:41	 4026	 3529	3227	0	 73.04	 1	6 	0
2025-11-08 12:41:43	 4077	 3544	3247	0	 197.23	 0	0 	0
2025-11-08 12:41:48	 4230	 1958	3488	0	 29.88	 0	0 	0
2025-11-08 12:41:49	 4270	 2046	3515	0	 17.58	 6	2 	0
2025-11-08 12:41:50	 4305	 2063	3544	0	 17.58	 0	0 	0
2025-11-08 12:41:54	 4415	 2160	3517	0	 344.18	 1	-1 	0
2025-11-08 12:41:55	 4468	 2162	3515	0	 347.70	 -1	0 	0
2025-11-08 12:41:57	 4528	 2121	3525	0	 356.48	 -2	0 	0
2025-11-08 12:42:01	 4663	 2115	3525	0	 338.91	 2	-1 	0
2025-11-08 12:42:02	 4698	 2157	3520	0	 14.06	 4	1 	0
2025-11-08 12:42:03	 4763	 2272	3542	-64	 340.66	 1	-2 	0
2025-11-08 12:42:04	 4798	 2407	3457	-64	 38.67	 1	-1 	0
2025-11-08 12:42:09	 4941	 2408	3453	-64	 168.75	 -4	0 	0
2025-11-08 12:42:10	 4976	 2285	3477	-64	 117.77	 -1	0 	0
2025-11-08 12:42:11	 5011	 2199	3615	-64	 140.62	 -2	0 	0
2025-11-08 12:42:12	 5046	 2152	3590	-64	 214.45	 -5	-4 	0
2025-11-08 12:42:14	 5130	 2258	3580	-64	 353.32	 6	-1 	0
2025-11-08 12:42:15	 5173	 2270	3550	-64	 312.89	 1	-6 	0
2025-11-08 12:42:16	 5208	 2306	3468	-64	 283.01	 0	-2 	0
2025-11-08 12:42:17	 5243	 2338	3327	-64	 279.49	 0	-6 	0
2025-11-08 12:42:18	 5278	 2366	3296	-64	 260.16	 0	0 	0
2025-11-08 12:42:19	 5319	 2314	3291	-64	 217.97	 -4	-1 	0
2025-11-08 12:42:20	 5354	 2315	3233	-64	 283.01	 1	-7 	0
2025-11-08 12:42:22	 5406	 2348	3217	-64	 3.87	 4	0 	0
2025-11-08 12:42:23	 5441	 2604	3234	0	 3.87	 8	0 	0
2025-11-08 12:42:27	 5595	 2670	3283	0	 91.76	 -1	6 	0
2025-11-08 12:42:28	 5630	 2667	3389	0	 91.76	 -1	6 	0
2025-11-08 12:42:29	 5665	 2661	3560	0	 121.64	 -1	1 	0
2025-11-08 12:42:30	 5700	 2651	3571	0	 177.89	 -4	0 	0
2025-11-08 12:42:31	 5735	 2560	3564	0	 214.80	 0	-1 	0
2025-11-08 12:42:32	 5770	 2560	3527	0	 184.92	 0	-1 	0
2025-11-08 12:42:34	 5833	 2565	3608	0	 86.48	 0	7 	0
2025-11-08 12:42:37	 5954	 2518	3749	0	 190.20	 -7	-2 	0
2025-11-08 12:42:38	 5989	 2397	3727	0	 190.20	 -6	-2 	0
2025-11-08 12:42:39	 6024	 2226	3697	0	 190.20	 -2	-1 	0
2025-11-08 12:42:40	 6059	 2047	3664	0	 195.47	 -6	-2 	0
2025-11-08 12:42:41	 6094	 1987	3654	0	 300.94	 -1	-1 	0
2025-11-08 12:42:42	 6129	 2040	3600	0	 306.21	 1	0 	0
2025-11-08 12:42:44	 6166	 2057	3600	0	 62.23	 0	0 	0
2025-11-08 12:42:45	 6201	 2104	3737	0	 35.86	 1	2 	0
2025-11-08 12:42:48	 6305	 2138	3736	0	 316.76	 2	-3 	0
2025-11-08 12:42:49	 6340	 2253	3664	0	 322.03	 0	0 	0
2025-11-08 12:42:50	 6375	 2336	3664	0	 0.70	 5	0 	0
2025-11-08 12:42:51	 6410	 2401	3665	0	 309.73	 0	0 	0
2025-11-08 12:42:53	 6500	 2359	3664	0	 195.47	 -2	0 	0
2025-11-08 12:42:56	 6603	 2348	3664	-8	 2.46	 1	0 	0
2025-11-08 12:42:57	 6638	 2569	3673	0	 2.46	 8	0 	0
2025-11-08 12:43:02	 6812	 2670	3657	0	 265.78	 -1	-5 	0
2025-11-08 12:43:03	 6847	 2656	3474	0	 265.78	 -1	-7 	0
2025-11-08 12:43:04	 6882	 2651	3399	0	 278.09	 -1	-1 	0
2025-11-08 12:43:06	 6968	 2687	3388	0	 350.16	 0	-1 	0
2025-11-08 12:43:14	 7235	 2687	3384	0	 5.98	 -2	-1 	0
2025-11-08 12:43:15	 7270	 2571	3371	0	 5.98	 0	0 	0
2025-11-08 12:43:16	 7305	 2665	3381	0	 5.98	 0	0 	0
2025-11-08 12:43:21	 7467	 2632	3386	0	 353.67	 -6	0 	0
2025-11-08 12:43:22	 7502	 2629	3388	0	 353.67	 6	-1 	0
2025-11-08 12:43:23	 7537	 2687	3374	0	 353.67	 0	-1 	0
2025-11-08 12:43:27	 7680	 2650	3324	0	 279.84	 -1	-1 	0
2025-11-08 12:43:28	 7737	 2599	3281	0	 39.38	 -5	-4 	0
2025-11-08 12:43:29	 7772	 2560	3244	0	 39.38	 0	-1 	0
2025-11-08 12:43:30	 7807	 2718	3373	0	 39.38	 6	5 	3
2025-11-08 12:43:36	 8015	 2761	3384	96	 315.00	 3	-4 	0
2025-11-08 12:43:37	 8050	 2839	3319	96	 9.49	 3	0 	0
2025-11-08 12:43:38	 8085	 3070	3355	96	 9.49	 7	1 	0
2025-11-08 12:43:39	 8120	 3352	3402	64	 9.49	 8	1 	0
2025-11-08 12:43:40	 8155	 3478	3397	0	 13.01	 3	-1 	0
2025-11-08 12:43:41	 8190	 3557	3407	16	 357.19	 4	-1 	0
2025-11-08 12:43:42	 8225	 3800	3391	112	 357.19	 7	-1 	0
2025-11-08 12:43:43	 8260	 3857	3377	112	 41.13	 -1	-1 	0
2025-11-08 12:43:46	 8368	 3861	3373	112	 176.48	 0	0 	0
2025-11-08 12:43:49	 8445	 3899	3333	112	 311.84	 2	-3 	0
2025-11-08 12:43:50	 8480	 4005	3214	112	 9.84	 0	-1 	0
2025-11-08 12:43:51	 8515	 4103	3208	112	 311.84	 0	-1 	0
2025-11-08 12:43:52	 8550	 4226	3071	112	 320.62	 2	-4 	0
2025-11-08 12:43:53	 8585	 4256	3038	112	 16.88	 0	-1 	0
2025-11-08 12:43:57	 8720	 4324	3044	112	 36.21	 0	0 	0
2025-11-08 12:44:01	 8887	 4358	3041	112	 350.51	 5	-1 	0
2025-11-08 12:44:02	 8922	 4603	3000	32	 350.51	 8	-2 	0
2025-11-08 12:44:03	 8957	 4655	2981	32	 34.45	 0	-1 	0
2025-11-08 12:44:06	 9037	 4653	2983	32	 139.92	 0	-2 	0
2025-11-08 12:44:10	 9200	 4655	2970	32	 141.68	 0	-1 	0
2025-11-08 12:44:12	 9258	 4590	3019	32	 141.68	 -6	4 	0
2025-11-08 12:44:13	 9293	 4436	3165	32	 141.68	 -1	1 	0
2025-11-08 12:44:14	 9328	 4312	3283	32	 141.68	 -2	1 	0
2025-11-08 12:44:15	 9363	 4243	3339	48	 141.68	 -2	1 	0
2025-11-08 12:44:16	 9399	 4226	3352	48	 180.35	 -1	-1 	0
2025-11-08 12:44:17	 9434	 4057	3351	72	 180.35	 -5	-1 	0
2025-11-08 12:44:18	 9469	 3913	3350	112	 157.50	 -1	-1 	0
2025-11-08 12:44:25	 9703	 3922	3366	112	 43.24	 3	3 	0
2025-11-08 12:44:26	 9738	 4109	3541	112	 43.24	 5	5 	0
2025-11-08 12:44:27	 9773	 4220	3646	112	 20.39	 0	0 	0
2025-11-08 12:44:29	 9846	 4258	3648	112	 352.27	 3	-1 	0
2025-11-08 12:44:30	 9881	 4340	3637	112	 352.27	 0	-1 	0
2025-11-08 12:44:33	 9997	 4371	3637	112	 2.81	 4	0 	0
2025-11-08 12:44:34	 10032	 4560	3646	32	 15.12	 1	0 	0
2025-11-08 12:44:35	 10067	 4607	3710	32	 64.34	 2	6 	0
2025-11-08 12:44:36	 10102	 4642	3759	32	 150.47	 0	0 	0
2025-11-08 12:44:38	 10180	 4573	3581	32	 247.15	 -2	-6 	0
2025-11-08 12:44:39	 10215	 4512	3531	32	 176.84	 -3	0 	0
2025-11-08 12:44:41	 10270	 4495	3536	32	 168.05	 -2	0 	0
2025-11-08 12:44:42	 10305	 4424	3544	32	 208.48	 -1	-1 	0
2025-11-08 12:44:43	 10340	 4333	3453	32	 208.48	 -5	-4 	0
2025-11-08 12:44:44	 10375	 4289	3417	32	 208.48	 -1	-1 	0
2025-11-08 12:44:47	 10486	 4383	3361	32	 331.52	 5	-4 	0
2025-11-08 12:44:48	 10521	 4495	3369	88	 24.26	 5	0 	0
2025-11-08 12:44:49	 10556	 4657	3423	112	 322.73	 0	0 	0
2025-11-08 12:44:53	 10681	 4654	3433	112	 162.77	 -5	1 	0
2025-11-08 12:44:54	 10716	 4549	3466	112	 224.30	 -1	0 	0
2025-11-08 12:44:55	 10768	 4557	3427	112	 296.37	 0	-3 	0
2025-11-08 12:44:56	 10803	 4569	3404	112	 354.38	 2	-1 	0
2025-11-08 12:45:02	 11028	 4664	3403	112	 122.70	 -3	3 	0
2025-11-08 12:45:03	 11063	 4641	3439	112	 82.27	 -1	0 	0
2025-11-08 12:45:04	 11098	 4655	3542	32	 115.66	 0	1 	0
2025-11-08 12:45:06	 11136	 4653	3559	32	 124.45	 -2	2 	0
2025-11-08 12:45:07	 11171	 4597	3640	32	 99.84	 -1	0 	0
2025-11-08 12:45:09	 11243	 4573	3758	32	 229.92	 -2	-2 	0
2025-11-08 12:45:10	 11278	 4519	3680	32	 245.74	 -3	-6 	0
2025-11-08 12:45:11	 11313	 4431	3519	32	 233.44	 -1	-2 	0
2025-11-08 12:45:12	 11348	 4316	3391	32	 233.44	 -4	-5 	0
2025-11-08 12:45:13	 11383	 4284	3348	48	 263.32	 -1	-1 	0
2025-11-08 12:45:14	 11418	 4266	3216	32	 263.32	 -1	-1 	0
2025-11-08 12:45:16	 11507	 4253	3222	32	 122.70	 -2	2 	0
2025-11-08 12:45:17	 11542	 4138	3401	32	 120.94	 0	0 	0
2025-11-08 12:45:18	 11585	 4165	3427	32	 57.66	 1	2 	0
2025-11-08 12:45:19	 11620	 4241	3503	32	 54.14	 0	0 	0
2025-11-08 12:45:21	 11660	 4274	3493	32	 336.80	 4	-3 	0
2025-11-08 12:45:22	 11695	 4357	3417	32	 313.95	 4	-5 	0
2025-11-08 12:45:23	 11730	 4432	3345	64	 36.56	 1	1 	0
2025-11-08 12:45:24	 11767	 4483	3375	80	 8.44	 2	0 	0
2025-11-08 12:45:25	 11802	 4671	3398	112	 8.44	 0	0 	0
2025-11-08 12:45:26	 11838	 4633	3393	112	 8.44	 -1	-1 	0
2025-11-08 12:45:27	 11873	 4671	3402	112	 8.44	 0	0 	0
2025-11-08 12:45:28	 11909	 4656	3396	112	 13.71	 -1	-1 	0
2025-11-08 12:45:29	 11961	 4786	3427	112	 26.02	 2	0 	0
2025-11-08 12:45:32	 12056	 4705	3410	112	 193.01	 -8	-2 	0
2025-11-08 12:45:33	 12091	 4616	3389	112	 265.08	 -1	-1 	0
2025-11-08 12:45:33	 12091	 4616	3389	112	 265.08	 -1	-1 	0
2025-11-08 12:45:34	 12126	 4605	3300	112	 298.48	 -1	-2 	0
2025-11-08 12:45:35	 12161	 4671	3269	112	 349.45	 0	-2 	0
2025-11-08 12:45:37	 12236	 4780	3263	112	 326.60	 1	-1 	0
2025-11-08 12:45:38	 12271	 4800	3262	112	 275.62	 0	-1 	0
2025-11-08 12:45:41	 12388	 4757	3122	112	 233.44	 -1	-2 	0
2025-11-08 12:45:43	 12443	 4751	3104	112	 261.56	 -1	-1 	0
2025-11-08 12:45:44	 12478	 4726	2930	112	 261.56	 -1	-3 	0
2025-11-08 12:45:45	 12513	 4722	2907	112	 196.52	 -1	-1 	0
2025-11-08 12:45:46	 12557	 4558	2858	112	 187.73	 -4	-1 	0
2025-11-08 12:45:47	 12592	 4404	2853	112	 177.19	 -8	0 	0
2025-11-08 12:45:48	 12627	 4120	2867	112	 177.19	 -9	0 	0
2025-11-08 12:45:50	 12707	 3567	3759	68	 270.00	 -1	0 	0
2025-11-08 12:45:54	 12823	 3440	3708	0	 208.48	 -7	-4 	0
2025-11-08 12:45:55	 12858	 3257	3611	0	 168.05	 -2	-1 	0
2025-11-08 12:45:56	 12893	 3222	3609	0	 103.01	 -1	0 	0
2025-11-08 12:45:58	 12975	 3297	3564	0	 329.41	 6	-4 	0
2025-11-08 12:45:59	 13010	 3487	3472	0	 292.50	 1	0 	0
2025-11-08 12:46:00	 13045	 3481	3382	0	 250.31	 -1	-3 	0
2025-11-08 12:46:01	 13080	 3434	3351	16	 188.79	 -6	-2 	0
2025-11-08 12:46:02	 13115	 3248	3319	96	 127.27	 -2	-1 	0
2025-11-08 12:46:03	 13150	 3217	3268	112	 71.02	 -2	-5 	0
2025-11-08 12:46:04	 13185	 3172	3142	0	 71.02	 -1	-1 	0
2025-11-08 12:46:50	 14765	 1949	3491	0	 12.30	 4	0 	0
2025-11-08 12:46:51	 14800	 2063	3526	0	 12.30	 0	0 	0
2025-11-08 12:46:53	 14853	 2102	3526	0	 347.70	 1	-1 	0
2025-11-08 12:46:54	 14896	 2112	3526	0	 342.42	 -1	0 	0
2025-11-08 12:46:58	 15039	 2104	3531	0	 316.05	 0	0 	0
2025-11-08 12:47:00	 15093	 2233	3406	-35	 321.33	 5	-6 	0
2025-11-08 12:47:01	 15128	 2304	3335	-64	 17.58	 -1	-1 	0
2025-11-08 12:47:03	 15193	 2310	3331	-64	 33.40	 2	1 	0
2025-11-08 12:47:04	 15228	 2468	3435	-64	 66.80	 1	1 	0
2025-11-08 12:47:05	 15263	 2465	3515	-64	 108.98	 -1	2 	0
2025-11-08 12:47:06	 15298	 2459	3604	-64	 82.62	 0	2 	0
2025-11-08 12:47:07	 15356	 2427	3564	-64	 235.55	 -4	-6 	0
2025-11-08 12:47:08	 15391	 2332	3409	-64	 235.55	 -4	-6 	0
2025-11-08 12:47:09	 15426	 2289	3344	-64	 279.49	 -1	-1 	0
2025-11-08 12:47:10	 15464	 2310	3282	-64	 286.52	 1	-4 	0
2025-11-08 12:47:11	 15499	 2342	3216	-64	 5.62	 3	0 	0
2025-11-08 12:47:12	 15534	 2574	3239	0	 3.87	 5	0 	0
2025-11-08 12:47:13	 15569	 2632	3245	0	 261.91	 0	0 	0
2025-11-08 12:47:18	 15725	 2641	3364	0	 86.13	 0	7 	0
2025-11-08 12:47:19	 15760	 2620	3500	0	 137.11	 -5	4 	0
2025-11-08 12:47:20	 15795	 2560	3640	0	 137.11	 -1	4 	0
2025-11-08 12:47:21	 15830	 2520	3736	0	 191.60	 -1	0 	0
2025-11-08 12:47:22	 15881	 2522	3744	0	 191.60	 0	0 	0
2025-11-08 12:47:25	 15973	 2464	3726	0	 196.88	 -7	-2 	0
2025-11-08 12:47:26	 16008	 2220	3664	0	 189.84	 -4	0 	0
2025-11-08 12:47:27	 16043	 2184	3664	0	 75.59	 -1	0 	0
2025-11-08 12:47:29	 16117	 2232	3698	0	 26.37	 0	0 	0
2025-11-08 12:47:30	 16152	 2359	3759	0	 26.37	 5	0 	0
2025-11-08 12:47:31	 16187	 2490	3758	0	 328.36	 2	-2 	0
2025-11-08 12:47:32	 16222	 2633	3675	0	 287.93	 1	-1 	0
2025-11-08 12:47:33	 16257	 2634	3625	0	 236.95	 -1	-3 	0
2025-11-08 12:47:34	 16292	 2630	3604	0	 159.61	 -1	-1 	0
2025-11-08 12:47:35	 16334	 2528	3700	0	 147.30	 -4	3 	0
2025-11-08 12:47:36	 16369	 2453	3713	0	 207.07	 -6	-3 	0
2025-11-08 12:47:37	 16404	 2338	3638	-8	 200.04	 2	0 	0
2025-11-08 12:47:39	 16483	 2351	3653	-8	 101.60	 -1	2 	0
2025-11-08 12:47:40	 16518	 2310	3759	0	 101.60	 -2	0 	0
2025-11-08 12:47:42	 16572	 2301	3756	0	 315.70	 1	-2 	0
2025-11-08 12:47:43	 16607	 2410	3703	0	 352.62	 6	-2 	0
2025-11-08 12:47:44	 16642	 2587	3678	0	 280.55	 0	-1 	0
2025-11-08 12:47:45	 16677	 2622	3544	0	 280.55	 1	-8 	0
2025-11-08 12:47:46	 16712	 2652	3387	0	 324.49	 0	-2 	0
2025-11-08 12:47:47	 16747	 2711	3399	0	 24.26	 6	2 	3
2025-11-08 12:47:52	 16923	 2746	3389	96	 306.91	 2	-4 	3
2025-11-08 12:47:53	 16958	 2846	3257	96	 343.83	 0	-1 	0
2025-11-08 12:47:57	 17114	 2869	3257	96	 27.77	 4	2 	0
2025-11-08 12:47:58	 17149	 3016	3334	96	 8.44	 4	2 	0
2025-11-08 12:47:59	 17184	 3238	3382	96	 8.44	 8	1 	0
2025-11-08 12:48:00	 17219	 3447	3398	14	 345.59	 5	-2 	0
2025-11-08 12:48:01	 17254	 3616	3356	48	 50.62	 1	-1 	0
2025-11-08 12:48:02	 17289	 3721	3396	96	 13.71	 5	1 	0
2025-11-08 12:48:03	 17324	 3853	3428	112	 294.61	 0	0 	0
2025-11-08 12:48:05	 17378	 3869	3428	112	 236.60	 0	-1 	0
2025-11-08 12:48:06	 17413	 3884	3427	112	 182.11	 0	-1 	0
2025-11-08 12:48:10	 17553	 3882	3429	112	 329.77	 -1	0 	0
2025-11-08 12:48:11	 17596	 3965	3366	104	 6.68	 0	-1 	0
2025-11-08 12:48:13	 17644	 3993	3363	96	 8.44	 4	0 	0
2025-11-08 12:48:14	 17679	 4161	3376	32	 3.16	 2	0 	0
2025-11-08 12:48:16	 17771	 4210	3370	32	 349.10	 5	-2 	0
2025-11-08 12:48:17	 17806	 4388	3335	32	 291.09	 1	-1 	0
2025-11-08 12:48:21	 17924	 4433	3374	64	 41.48	 0	0 	0
2025-11-08 12:48:22	 17959	 4502	3376	112	 1.05	 6	0 	0
2025-11-08 12:48:23	 18008	 4655	3391	112	 27.42	 0	2 	0
2025-11-08 12:48:24	 18043	 4671	3434	112	 11.60	 0	0 	0
2025-11-08 12:48:26	 18115	 4699	3433	112	 336.45	 0	-1 	0
2025-11-08 12:48:28	 18192	 4791	3410	112	 99.49	 -1	1 	0
2025-11-08 12:48:29	 18227	 4791	3460	112	 95.98	 -1	5 	0
2025-11-08 12:48:30	 18262	 4776	3628	112	 139.92	 -1	0 	0
2025-11-08 12:48:33	 18351	 4771	3651	112	 106.52	 -2	3 	0
2025-11-08 12:48:34	 18386	 4718	3829	112	 150.47	 -1	1 	0
2025-11-08 12:48:35	 18421	 4712	3845	112	 166.29	 -2	0 	0
2025-11-08 12:48:36	 18456	 4502	3896	112	 178.59	 -6	1 	0
2025-11-08 12:48:37	 18491	 4314	3891	112	 189.14	 -8	-2 	0
2025-11-08 12:48:38	 18526	 4224	3869	112	 204.96	 0	-1 	0
2025-11-08 12:48:42	 18661	 4308	3816	112	 262.97	 0	0 	0
2025-11-08 12:48:43	 18696	 4296	3816	112	 257.70	 -1	-1 	0
2025-11-08 12:48:44	 18747	 4288	3817	112	 264.73	 -1	0 	0
2025-11-08 12:48:53	 19044	 4360	3722	112	 315.70	 2	-3 	0
2025-11-08 12:48:54	 19079	 4451	3689	47	 357.89	 4	-1 	0
2025-11-08 12:48:55	 19114	 4587	3681	32	 289.34	 0	-1 	0
2025-11-08 12:48:59	 19255	 4607	3704	32	 59.06	 2	4 	0
2025-11-08 12:49:01	 19346	 4618	3719	32	 234.49	 -2	-2 	0
2025-11-08 12:49:02	 19381	 4586	3651	32	 253.83	 -2	-7 	0
2025-11-08 12:49:03	 19416	 4543	3575	32	 192.30	 -5	-2 	0
2025-11-08 12:49:04	 19451	 4424	3544	32	 225.70	 -1	-1 	0
2025-11-08 12:49:05	 19486	 4326	3443	32	 225.70	 -2	-2 	0
2025-11-08 12:49:06	 19521	 4297	3414	32	 262.62	 -1	-1 	0
2025-11-08 12:49:07	 19561	 4312	3302	32	 281.95	 0	-6 	0
2025-11-08 12:49:08	 19596	 4327	3256	32	 327.66	 2	-2 	0
2025-11-08 12:49:09	 19631	 4499	3138	32	 320.62	 5	-5 	0
2025-11-08 12:49:10	 19666	 4655	2985	32	 304.80	 0	-2 	0
2025-11-08 12:49:12	 19719	 4654	2972	32	 146.60	 -2	1 	0
2025-11-08 12:49:13	 19754	 4588	2995	32	 153.63	 -2	0 	0
2025-11-08 12:49:14	 19789	 4519	3062	32	 129.02	 -5	5 	0
2025-11-08 12:49:15	 19824	 4342	3282	32	 129.02	 -6	6 	0
2025-11-08 12:49:16	 19859	 4235	3386	48	 180.00	 -6	0 	0
2025-11-08 12:49:17	 19894	 4060	3357	72	 180.00	 -7	-2 	0
2025-11-08 12:49:18	 19929	 3914	3346	112	 199.34	 -1	-1 	0
2025-11-08 12:49:20	 20000	 3935	3329	112	 329.41	 3	-3 	0
2025-11-08 12:49:21	 20035	 4081	3218	112	 320.62	 6	-5 	0
2025-11-08 12:49:22	 20070	 4185	3124	112	 308.32	 2	-4 	0
2025-11-08 12:49:23	 20105	 4335	2944	112	 308.32	 0	-1 	0
2025-11-08 12:49:25	 20167	 4349	2793	112	 318.87	 0	-3 	0
2025-11-08 12:49:26	 20202	 4353	2772	112	 78.40	 0	-1 	0
2025-11-08 12:49:29	 20316	 4377	2782	112	 22.15	 4	1 	0
2025-11-08 12:49:30	 20351	 4610	2878	112	 22.15	 7	3 	0
2025-11-08 12:49:31	 20386	 4807	2965	112	 37.97	 0	0 	0
2025-11-08 12:49:33	 20449	 4805	3031	112	 92.46	 -1	6 	0
2025-11-08 12:49:34	 20484	 4795	3261	112	 122.34	 -1	2 	0
2025-11-08 12:49:35	 20519	 4712	3312	112	 164.53	 0	0 	0
2025-11-08 12:49:36	 20581	 4650	3323	112	 173.32	 -4	0 	0
2025-11-08 12:49:37	 20616	 4614	3327	112	 139.92	 -1	0 	0
2025-11-08 12:49:40	 20714	 4550	3460	112	 115.31	 -2	3 	0
2025-11-08 12:49:52	 21121	 4532	3499	112	 115.31	 -1	0 	0
2025-11-08 12:54:36	 31051	 4541	3448	112	 280.20	 0	-1 	0
2025-11-08 12:54:38	 31146	 4549	3463	112	 76.64	 0	1 	0
2025-11-08 12:54:42	 31279	 4557	3463	112	 287.58	 1	-4 	0
2025-11-08 12:54:43	 31314	 4612	3291	112	 317.46	 0	-2 	0
2025-11-08 12:54:44	 31349	 4671	3271	112	 356.13	 0	-1 	0
2025-11-08 12:54:46	 31402	 4788	3262	112	 315.70	 1	-1 	0
2025-11-08 12:54:47	 31437	 4800	3243	112	 255.94	 -2	-5 	0
2025-11-08 12:54:48	 31472	 4742	3012	112	 255.94	 -1	-4 	0
2025-11-08 12:54:49	 31507	 4703	2855	112	 240.12	 -1	-3 	0
